id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
2746710043,新神榜：哪吒重生,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2631711326.jpg,2021-02-12(中国大陆),https://movie.douban.com/subject/34779692/,6.8,"动作,动画,奇幻",4,,,2021-02-16 19:57:45,
2740075689,刺杀小说家,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2628440875.jpg,2021-02-12(中国大陆),https://movie.douban.com/subject/26826330/,6.5,"动作,奇幻,冒险",4,,,2021-02-14 19:18:06,
2739498752,唐人街探案3,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2622388983.jpg,2021-02-12(中国大陆),https://movie.douban.com/subject/27619748/,5.3,"喜剧,悬疑",4,,,2021-02-14 14:17:06,
2738219141,你好，李焕英,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2629056068.jpg,2021-02-12(中国大陆),https://movie.douban.com/subject/34841067/,7.7,"剧情,喜剧,奇幻",4,,,2021-02-13 22:17:50,
2660020921,拆弹专家2,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2621379901.jpg,2020-12-24(中国大陆),https://movie.douban.com/subject/30171424/,7.5,"动作,犯罪",4,,,2020-12-27 11:05:29,
2658896089,心灵奇旅,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2626308994.jpg,2020-12-25(中国大陆/美国网络),https://movie.douban.com/subject/24733428/,8.7,"动画,音乐,奇幻",5,,,2020-12-26 18:47:18,
2648486608,甜蜜家园,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2628425414.jpg,2020-12-18(韩国),https://movie.douban.com/subject/34858078/,7.8,"剧情,惊悚,恐怖",3,,,2020-12-19 16:46:00,
2617786811,王冠 第一季,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2384662883.jpg,2016-11-04(美国),https://movie.douban.com/subject/26427152/,9.3,"剧情,历史",4,,,2020-11-26 15:38:44,
2585146526,后翼弃兵,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2621201524.jpg,2020-10-23(美国),https://movie.douban.com/subject/32579283/,9,剧情,5,,,2020-11-01 13:38:01,
2463470490,雪国列车(剧版) 第一季,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2602985813.jpg,2020-05-17(美国),https://movie.douban.com/subject/26919579/,7.1,"剧情,动作,科幻",3,,,2020-10-26 17:42:45,
2492555930,天才枪手(剧版),,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2581185844.jpg,2020-08-03(泰国),https://movie.douban.com/subject/34464444/,8.3,"剧情,悬疑,犯罪",4,,,2020-10-26 17:42:18,
2523495706,异星灾变 第一季,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2616308032.jpg,2020-09-03(美国),https://movie.douban.com/subject/30345691/,8.1,"剧情,科幻",3,,,2020-10-06 18:46:42,
2556190320,无证之罪,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2497732763.jpg,2017-09-06(中国大陆),https://movie.douban.com/subject/26930540/,8,"悬疑,犯罪",4,,,2020-10-06 18:45:07,
2549567354,姜子牙,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2621219978.jpg,2020-10-01(中国大陆),https://movie.douban.com/subject/25907124/,6.6,"剧情,动画,奇幻",4,,,2020-10-01 18:33:05,
2549242656,我和我的家乡,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2620453443.jpg,2020-10-01(中国大陆),https://movie.douban.com/subject/35051512/,7,"剧情,喜剧",4,,,2020-10-01 13:42:19,
2545702375,摩天大楼,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2617261901.jpg,2020-08-19(中国大陆),https://movie.douban.com/subject/33393274/,7.9,"悬疑,犯罪",3,,,2020-09-27 22:16:32,
2545702035,夺冠,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2620083313.jpg,2020-09-25(中国大陆),https://movie.douban.com/subject/30128916/,7.1,"剧情,运动",4,,,2020-09-27 22:16:13,
2545701731,沉默的真相,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2620780603.jpg,2020-09-16(中国大陆),https://movie.douban.com/subject/33447642/,9,"剧情,悬疑,犯罪",5,,,2020-09-27 22:15:59,
2520232106,花木兰,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2590336843.jpg,2020-09-11(中国大陆),https://movie.douban.com/subject/26357307/,4.9,"动作,冒险,古装",3,,,2020-09-05 18:26:36,
2518851057,信条,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2612061299.jpg,2020-09-04(中国大陆),https://movie.douban.com/subject/30444960/,7.6,"剧情,动作,科幻",5,,,2020-09-04 19:29:39,
2494739074,龙岭迷窟,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2593664928.jpg,2020-04-01(中国大陆),https://movie.douban.com/subject/30488569/,8.1,"剧情,动作,冒险",4,,,2020-08-16 19:58:55,
2463462929,十日游戏,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2606307565.jpg,2020-06-02(中国大陆),https://movie.douban.com/subject/26986843/,7,"爱情,悬疑,犯罪",3,,,2020-08-15 11:01:02,
2492069884,八佰,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2615925279.jpg,2020-08-21(中国大陆),https://movie.douban.com/subject/26754233/,7.5,"剧情,历史,战争",5,4分给电影1分给和平,,2020-08-14 23:53:02,
2435633117,暗黑 第三季,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2609692563.jpg,2020-06-27(德国),https://movie.douban.com/subject/34442364/,9.3,"科幻,悬疑",5,,,2020-07-22 19:37:01,
2432556433,暗黑 第二季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2560267326.jpg,2019-06-21(德国),https://movie.douban.com/subject/27611018/,9.3,"悬疑,惊悚,奇幻",5,,,2020-06-26 17:00:26,
2432556280,暗黑 第一季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2547271088.jpg,2017-12-01(美国),https://movie.douban.com/subject/26992330/,9,"科幻,悬疑",5,,,2020-06-26 17:00:17,
2347165955,误杀,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2614628862.jpg,2019-12-13(中国大陆),https://movie.douban.com/subject/30176393/,7.5,"剧情,悬疑,犯罪",4,,,2020-04-17 23:22:59,
2347165007,天才计划,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2873885713.jpg,2022-06-10(中国大陆),https://movie.douban.com/subject/27046758/,7.1,"剧情,悬疑,犯罪",4,,,2020-04-17 23:22:31,
2340893791,饥饿站台,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2566870171.jpg,2019-09-06(多伦多电影节),https://movie.douban.com/subject/34805219/,7.9,"科幻,惊悚",3,,,2020-04-13 21:51:47,
2297830897,王国 第二季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2587671506.jpg,2020-03-13(韩国),https://movie.douban.com/subject/30306401/,8.3,"剧情,恐怖,古装",4,,,2020-03-20 19:43:38,
2228119106,僵尸世界大战,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2119276553.jpg,2013-06-02(伦敦首映),https://movie.douban.com/subject/2132473/,7.6,"动作,科幻,恐怖",4,,,2020-02-22 18:16:29,
2219123767,硅谷 第六季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2571694925.jpg,2019-10-27(美国),https://movie.douban.com/subject/30194648/,9.4,喜剧,5,,,2020-02-19 16:50:52,
2218385621,隧道,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2370318863.jpg,2016-08-10(韩国),https://movie.douban.com/subject/26410594/,7.9,剧情,3,,,2020-02-19 11:23:13,
2217171010,传染病,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1213203384.jpg,2011-09-03(威尼斯电影节),https://movie.douban.com/subject/4301043/,7.1,"剧情,科幻,惊悚",5,,,2020-02-18 22:09:09,
2216270109,王国 第一季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2542945898.jpg,2019-01-25(韩国),https://movie.douban.com/subject/26947951/,8.6,"剧情,恐怖,古装",4,,,2020-02-18 16:35:01,
2214798373,血疫 第一季,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2553373343.jpg,2019-05-27(美国),https://movie.douban.com/subject/26581181/,8.1,"剧情,惊悚",5,,,2020-02-18 00:20:01,
2213696500,白夜追凶,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2483150767.jpg,2017-08-30(中国大陆),https://movie.douban.com/subject/26883064/,8.9,"剧情,悬疑,犯罪",5,,,2020-02-17 18:45:04,
2213695102,权力的游戏 第八季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2553679104.jpg,2019-04-14(美国),https://movie.douban.com/subject/26584183/,6.1,"剧情,奇幻,冒险",3,,,2020-02-17 18:44:30,
2213687271,曼达洛人 第一季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2566627804.jpg,2019-11-12(美国),https://movie.douban.com/subject/30344167/,9.2,"科幻,奇幻",5,,,2020-02-17 18:41:28,
2212643036,信号,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2304228229.jpg,2016-01-22(韩国),https://movie.douban.com/subject/26310143/,9.2,"剧情,悬疑,犯罪",5,,,2020-02-17 11:14:17,
2211771072,寄生虫,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2561439800.jpg,2019-05-21(戛纳电影节),https://movie.douban.com/subject/27010768/,8.8,剧情,5,,,2020-02-17 00:12:34,
2211769069,相对宇宙 第二季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2537095266.jpg,2018-12-09(美国),https://movie.douban.com/subject/30188053/,9.1,"剧情,科幻,惊悚",5,,,2020-02-17 00:12:02,
2211768039,相对宇宙 第一季,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2506488961.jpg,2017-12-10(美国),https://movie.douban.com/subject/26474254/,8.5,"剧情,科幻,惊悚",5,,,2020-02-17 00:11:41,
2211766602,心灵猎人 第二季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2565381508.jpg,2019-08-16(美国),https://movie.douban.com/subject/27008551/,8.8,"剧情,惊悚,犯罪",5,,,2020-02-17 00:11:14,
2211766092,心灵猎人 第一季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2502557574.jpg,2017-10-13(美国),https://movie.douban.com/subject/26691486/,9,"剧情,惊悚,犯罪",5,,,2020-02-17 00:11:06,
2211763653,毒枭：墨西哥 第一季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2537376179.jpg,2018-11-16(美国),https://movie.douban.com/subject/26869686/,9.1,"剧情,动作,犯罪",5,,,2020-02-17 00:10:22,
2211761121,毒枭：墨西哥 第二季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2582588237.jpg,2020-02-13(美国),https://movie.douban.com/subject/30395836/,9,"剧情,动作,犯罪",5,,,2020-02-17 00:09:37,
2211755382,我们与恶的距离,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2554916825.jpg,2019-03-24(中国台湾),https://movie.douban.com/subject/30181230/,9.4,剧情,5,,,2020-02-17 00:08:00,
2128641490,非诚勿扰2,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p725272302.jpg,2010-12-22(中国大陆),https://movie.douban.com/subject/4271894/,6.6,"喜剧,爱情",,,,2020-01-10 10:28:56,
2128641284,致我们终将逝去的青春,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1935067049.jpg,2013-04-26(中国大陆),https://movie.douban.com/subject/6973376/,6.5,"剧情,爱情",,,,2020-01-10 10:28:43,
2128641252,失恋33天,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1252876266.jpg,2011-11-08(中国大陆),https://movie.douban.com/subject/4873490/,7.2,"剧情,爱情",,,,2020-01-10 10:28:40,
2128640985,延禧攻略,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2509891341.jpg,2018-07-19(中国大陆),https://movie.douban.com/subject/26999852/,7.1,"剧情,爱情,古装",5,,,2020-01-10 10:28:21,
617017961,人再囧途之泰囧,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1793720172.jpg,2012-12-12(中国大陆),https://movie.douban.com/subject/10574622/,7.5,喜剧,5,没什么说的，去电影院就对了~~,"喜剧,搞笑,2012,贺岁,泰国,恶搞,温情,公路,冒险,励志",2012-12-16 23:28:38,
406038478,建党伟业,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2394309725.jpg,2011-06-15(中国大陆),https://movie.douban.com/subject/4073898/,,"剧情,历史",1,,,2011-06-22 15:00:11,
